Number,Exclusion,Plot,Site_Text,Trt,Block,Block_Unique,Filter,year,site_name,continent,country,elevation,latitude,longitude,RAIN_PET,MAT_v2,MAP_v2,AI,PET,N_Dep,N,P,K,Exclose,first_nutrient_year,first_fenced_year,year_trt,sum_INT_cover,sum_NAT_cover,sum_UNK_cover,total_cover,INT_rich,NAT_rich,UNK_rich,rich,site_richness,site_native_richness,site_introduced_richness,plot_beta,dead_mass,live_mass,total_mass,unsorted_mass,proportion_par,Ambient_PAR,Ground_PAR,pct_C,pct_N,ppm_P,ppm_K,ppm_Ca,ppm_Mg,ppm_S,ppm_Na,ppm_Zn,ppm_Mn,ppm_Fe,ppm_Cu,ppm_B,pH,PercentSand,PercentSilt,PercentClay,Classification,shannon,inverse_simpson,evenness,Single_AICc,Asym_AICc,weibull.AIC,LowestAIC,T_nmax,Nmax,Single_RMSE,Asymp_RMSE,Weibull_RMSE,single.k,single.k.div,asymp.k,asymp.A,Asymp_collapse,weibull.alpha,weibull.beta,weibull.mrt,weibull.half.life,weibull.quarter,weibull.tenth,weibull.div,Prop_Init_N_Mass_1yr,Fin_C_Mass_g,Prop_Init_C_Mass,Ground_PAR,Total_mass_mean,Ground_PAR_mean
363,,3,Sheep,PK,1,35,FALSE,2007,Sheep Experimental Station,North America,US,910,44.242989,-112.198391,-716,5.320833323,246,0.2689,978,1.8465,0,1,1,0,2008,2008,0,4.5,31.5,0,36,3,15,0,18,97,54,12,5.3889,10,64.5,74.5,NA,0.722252747,1820,1314.5,4.131,0.269,56,611,7303,288,52,37,3.2,152,39,4.3,3.4,8.1,NA,NA,NA,NA,2.658394605,11.67567568,0.919741413,-16.88486297,-12.71136819,-13.68569297,S,3.1,0.115750097,0.059308647,0.059196468,0.05930513,0.080992582,0.003517516,0.114603855,0.239878666,FALSE,1.008334646,12.24436984,12.20192426,8.512901287,3.558948725,1.314294317,0.003517098,1.054911511,2.9464668,0.609603616,1122.5,84.25,1314.5
364,,4,Sheep,P,1,35,FALSE,2007,Sheep Experimental Station,North America,US,910,44.242989,-112.198391,-716,5.320833323,246,0.2689,978,1.8465,0,1,0,0,2008,2008,0,2,45.5,0,47.5,2,18,0,20,97,54,12,4.85,20.7,173,193.7,NA,0.9125,1800,1642.5,1.517,0.155,47,525,3088,379,33,61,3.4,206,80,4.7,1.5,7.3,NA,NA,NA,NA,2.504165336,8.31797235,0.835910925,-2.569392036,1.187700112,0.281564469,S,1.91,0.09693236,0.164891675,0.15975677,0.160831473,0.086540047,0.027189264,0.46157195,0.627867725,FALSE,0.623040671,20.73306554,29.75289947,11.51286326,2.806735151,0.559797032,0.025866763,1.003405844,3.790974,0.783307306,1234,56.3,1642.5
365,,5,Sheep,NK,1,35,TRUE,2007,Sheep Experimental Station,North America,US,910,44.242989,-112.198391,-716,5.320833323,246,0.2689,978,1.8465,1,0,1,0,2008,2008,0,3,64,0,67,3,17,0,20,97,54,12,4.85,20.6,54.7,75.3,NA,0.663152053,1802,1195,2.811,0.269,39,517,4610,252,39,35,3,174,51,4.7,2.4,8,NA,NA,NA,NA,2.327189859,6.304775281,0.77683506,-3.996656785,0.172840895,-0.844750509,S,3.06,0.107833754,0.122627471,0.122253998,0.122039126,0.188916424,0.015037497,0.234445519,0.123683552,FALSE,0.905239429,5.451734608,5.718174684,3.636618616,1.376595775,0.453843792,0.014893548,0.366483483,1.395208,0.28822625,616,96.19285714,1195
366,,6,Sheep,NPK,1,35,FALSE,2007,Sheep Experimental Station,North America,US,910,44.242989,-112.198391,-716,5.320833323,246,0.2689,978,1.8465,1,1,1,0,2008,2008,0,15,60,0,77.5,3,12,0,16,97,54,12,6.0625,24.7,69.9,94.6,NA,0.356304985,1705,607.5,2.341,0.236,33,485,3929,278,38,39,2.5,160,50,4.8,2.3,7.8,NA,NA,NA,NA,2.330404239,7.639109698,0.84051566,-4.650490066,-0.261729933,-2.322835057,S,2.42,0.101966142,0.127903479,0.121551647,0.120934268,0.150998407,0.0163593,0.429483833,0.433030919,FALSE,0.708837151,8.149455771,10.19468281,4.859273373,1.405347546,0.340690813,0.014625097,0.973644109,2.6261664,0.542792505,694,105.15,607.5
368,,8,Sheep,NP,1,35,FALSE,2007,Sheep Experimental Station,North America,US,910,44.242989,-112.198391,-716,5.320833323,246,0.2689,978,1.8465,1,1,0,0,2008,2008,0,1,45,0,46,1,13,0,14,97,54,12,6.9286,64.3,180.6,244.9,NA,0.407458564,1810,737.5,2.536,0.231,38,513,5955,269,43,30,2.8,158,48,4.1,2.3,7.8,NA,NA,NA,NA,1.729374554,3.084548105,0.655300108,-6.251037586,-1.251037592,-3.252005888,S,2.53,0.136517452,0.111932605,0.111932605,0.111923573,0.098677482,0.012528908,0.098676914,0,TRUE,0.982628636,10.2898838,10.36812136,7.086339745,2.895727422,1.041863455,0.012526886,1.108397984,3.2514434,0.672835828,1009.333333,128.9714286,737.5
369,,9,Sheep,K,1,35,FALSE,2007,Sheep Experimental Station,North America,US,910,44.242989,-112.198391,-716,5.320833323,246,0.2689,978,1.8465,0,0,1,0,2008,2008,0,2,30,0,32,2,15,0,17,97,54,12,5.7059,32.2,126.5,158.7,NA,0.68956044,1820,1255,2.664,0.243,39,612,6499,286,43,34,2.4,153,44,5.1,2.6,7.8,NA,NA,NA,NA,2.568141454,10.29145729,0.906441253,-5.483001289,-1.378529996,-4.663854932,S,0,0.09740612,0.100201513,0.077553168,0.083298559,0.146147752,0.010040343,0.598291972,0.518234836,FALSE,0.636462331,9.831203024,13.75671045,5.527312684,1.388221057,0.286452703,0.00693865,1.051398045,2.384641,0.492773998,1209,51.12142857,1255
373,,13,Sheep,Control,2,36,FALSE,2007,Sheep Experimental Station,North America,US,910,44.242989,-112.198391,-716,5.320833323,246,0.2689,978,1.8465,0,0,0,0,2008,2008,0,2,55,0,57,2,11,0,13,97,54,12,7.4615,31.3,70.5,101.8,NA,0.650845608,1833,1193,2.339,0.21,38,412,7367,294,50,35,2.4,159,41,5.1,2.8,8.2,48,37.1,14.8,Loam,1.780030246,3.905048077,0.693982608,-2.653903925,1.173576052,0.301240062,S,0,0.09688338,0.163899294,0.159595678,0.161057664,0.108884471,0.026862979,0.387115304,0.527774471,FALSE,0.727092422,12.16579723,14.872966,7.348882581,2.192608914,0.550794288,0.025939571,1.045546374,3.2965345,0.680939937,661,91.17857143,1193
375,,15,Sheep,NPK,2,36,FALSE,2007,Sheep Experimental Station,North America,US,910,44.242989,-112.198391,-716,5.320833323,246,0.2689,978,1.8465,1,1,1,0,2008,2008,0,1,43.5,0,44.5,1,10,0,11,97,54,12,8.8182,76.7,107.9,184.6,NA,0.816493719,1831,1495,2.851,0.184,38,507,9328,291,53,43,2.2,78,22,4.7,3,8.2,NA,NA,NA,NA,1.73752464,4.055811572,0.724604056,-6.541200151,-6.57343311,-6.610139264,W,7,0.120486683,0.124162124,0.091770033,0.098306732,0.108046706,0.015416233,0.896696142,0.613103261,FALSE,0.424671349,26.23727418,74.55040061,11.06880002,1.395683925,0.131086401,0.009664214,1.084564012,2.367425,0.489118624,819.3333333,138.1428571,1495
376,,16,Sheep,NP,2,36,FALSE,2007,Sheep Experimental Station,North America,US,910,44.242989,-112.198391,-716,5.320833323,246,0.2689,978,1.8465,1,1,0,0,2008,2008,0,2,25.5,0,27.5,2,12,0,14,97,54,12,6.9286,14.1,39.4,53.5,NA,0.952054795,1825,1737.5,1.966,0.168,26,389,8147,318,49,44,1.8,108,27,4.8,2.9,8.1,NA,NA,NA,NA,2.353011622,8.287671233,0.89161065,-5.915557256,-1.942475723,-2.894553737,S,7,0.117054873,0.129836627,0.127749138,0.128187172,0.140293124,0.01685755,0.284452177,0.350237376,FALSE,0.82906646,7.92689646,8.763378338,5.094607018,1.763830436,0.525146877,0.016431951,1.047120815,2.3841483,0.492721432,973.6666667,104.9428571,1737.5
379,,19,Sheep,NK,2,36,FALSE,2007,Sheep Experimental Station,North America,US,910,44.242989,-112.198391,-716,5.320833323,246,0.2689,978,1.8465,1,0,1,0,2008,2008,0,3,31,0,35,3,14,0,18,97,54,12,5.3889,5.3,47.8,53.1,NA,0.695115104,1781,1238,1.938,0.196,29,453,5222,267,39,36,2.5,132,35,4.4,2.6,7.9,NA,NA,NA,NA,2.263856442,4.851485149,0.783240577,-8.07635138,3.709862058,-7.117067854,S,0.78,0.098708226,0.053478132,0.052067945,0.046954698,0.200393216,0.002859911,0.274084391,0.186830668,FALSE,0.816953112,5.644165301,6.301771817,3.603798213,1.228220318,0.359168609,0.002204744,1.050968992,1.930838,0.399477037,1122,56.39285714,1238
381,,21,Sheep,K,2,36,FALSE,2007,Sheep Experimental Station,North America,US,910,44.242989,-112.198391,-716,5.320833323,246,0.2689,978,1.8465,0,0,1,0,2008,2008,0,2,24.5,0,26.5,2,11,0,13,97,54,12,7.4615,23.9,71.1,95,NA,0.926098901,1820,1685.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.279699619,7.781163435,0.888789329,-21.79797144,-18.58368573,-18.31598714,S,0.78,0.081140024,0.07180242,0.07180242,0.07173777,0.132721475,0.005155587,0.132721237,0,TRUE,1.028795104,7.393192305,7.308078281,5.17741079,2.202365394,0.82959153,0.005146308,0.861374772,2.076767,0.42949682,1267,52.10714286,1685.5
382,Removed point 2 because it is 15% lower than subsequent points,22,Sheep,N,2,36,TRUE,2007,Sheep Experimental Station,North America,US,910,44.242989,-112.198391,-716,5.320833323,246,0.2689,978,1.8465,1,0,0,0,2008,2008,0,4,28.5,1,34.5,4,9,1,15,97,54,12,6.4667,16.5,46.9,63.4,NA,0.795675676,1850,1472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.063896443,4.437092265,0.762133745,-9.359180657,-6.8792846,-7.281637936,S,7,0.104447733,0.102496397,0.093718576,0.093702823,0.086091039,0.010505511,0.674395435,0.649013472,FALSE,0.49955449,28.73638538,57.5674796,13.79746029,2.372972127,0.317720131,0.008780219,1.052807615,2.7665235,0.571973929,847.3333333,76.92857143,1472
384,,24,Sheep,PK,2,36,FALSE,2007,Sheep Experimental Station,North America,US,910,44.242989,-112.198391,-716,5.320833323,246,0.2689,978,1.8465,0,1,1,0,2008,2008,0,4.5,27.5,0,33,3,13,0,17,97,54,12,5.7059,35.5,79.7,115.2,NA,0.843153301,1833,1545.5,2.677,0.183,33,529,8834,280,49,39,1.8,95,21,4.2,3.1,8.2,NA,NA,NA,NA,2.416068345,7.235880399,0.852766118,-7.522808865,-5.994178,-6.443852234,S,NA,NA,0.115754695,0.095646698,0.099481347,0.096402304,0.013399149,0.715127777,0.634093643,FALSE,0.488895531,25.79038231,53.81073746,12.18646987,2.016989051,0.25847407,0.009896538,1.009153214,2.5834284,0.534546973,1167,71.95,1545.5
385,,25,Sheep,NP,3,36,FALSE,2007,Sheep Experimental Station,North America,US,910,44.242989,-112.198391,-716,5.320833323,246,0.2689,978,1.8465,1,1,0,0,2008,2008,0,3,54.5,0,58.5,3,10,0,14,97,54,12,6.9286,6.1,31.9,38,NA,0.42853246,1833,785.5,2.195,0.213,48,402,5758,336,39,35,3.1,168,57,5.7,2.1,7.7,NA,NA,NA,NA,1.630099097,3.283521228,0.617682336,-3.605983325,0.344620142,-0.5566843,S,1.04,0.106740034,0.153123764,0.150420164,0.151484325,0.112397891,0.023446887,0.338965389,0.489703327,FALSE,0.802635243,10.60305843,11.98515912,6.716085878,2.245395256,0.642376272,0.022947501,1.146452918,2.3663104,0.489083841,580.3333333,98.19285714,785.5
386,,26,Sheep,K,3,37,FALSE,2007,Sheep Experimental Station,North America,US,910,44.242989,-112.198391,-716,5.320833323,246,0.2689,978,1.8465,0,0,1,0,2008,2008,0,3,51.5,0,54.5,3,14,0,17,97,54,12,5.7059,33.7,35.4,69.1,NA,0.496191513,1838,912,2.341,0.206,29,432,7556,279,45,36,2.2,132,31,5.4,2.9,8,NA,NA,NA,NA,2.027419436,4.529546321,0.715590106,-1.514360353,2.68563965,1.680560358,S,1.04,0.103068477,0.177798013,0.177798013,0.177733519,0.166797662,0.031612134,0.166798868,0,TRUE,0.962873024,6.083649838,6.186579686,4.157690265,1.668066945,0.587703104,0.031589204,1.107193908,2.5711982,0.531643927,974.6666667,63.52857143,912
387,,27,Sheep,Control,3,37,FALSE,2007,Sheep Experimental Station,North America,US,910,44.242989,-112.198391,-716,5.320833323,246,0.2689,978,1.8465,0,0,0,0,2008,2008,0,2,30,0,33,2,13,0,16,97,54,12,6.0625,19.3,65.6,84.9,NA,0.914548405,1849,1691,2.052,0.165,33,466,8757,280,47,39,2,122,28,4.9,2.9,8.2,56,35.1,8.8,Sandy Loam,2.311046045,6.680981595,0.833533667,-12.99841084,-7.998410851,-10.06245425,S,1.04,0.092091103,0.063791238,0.063791238,0.063451694,0.205859674,0.004069322,0.205859153,0,TRUE,1.045115757,4.807508556,4.72342678,3.385453116,1.459454702,0.558196592,0.004026117,0.988490957,1.2098722,0.25028915,920.3333333,120.3857143,1691
389,,29,Sheep,P,3,37,FALSE,2007,Sheep Experimental Station,North America,US,910,44.242989,-112.198391,-716,5.320833323,246,0.2689,978,1.8465,0,1,0,0,2008,2008,0,3.5,37,0,40.5,2,9,0,11,97,54,12,8.8182,35.3,116.3,151.6,NA,0.793140991,1837,1457,2.342,0.192,33,412,8294,224,48,48,2.3,125,31,4.8,2.4,8,NA,NA,NA,NA,1.596827326,3.1895965,0.665928719,-6.50188712,-8.150286929,-6.565569748,A,0,0.09151765,0.12451127,0.0819946,0.098620194,0.149874958,0.015503056,0.811785571,0.506861847,FALSE,0.536760681,10.0523017,17.78446746,5.07830691,0.986745347,0.15187538,0.009725943,0.987245415,2.4162138,0.499597967,627.5,125.5285714,1457
390,,30,Sheep,NPK,3,37,FALSE,2007,Sheep Experimental Station,North America,US,910,44.242989,-112.198391,-716,5.320833323,246,0.2689,978,1.8465,1,1,1,0,2008,2008,0,2,57.5,0,60.5,2,14,0,17,97,54,12,5.7059,42.5,71.8,114.3,NA,0.798648649,1850,1477.5,2.012,0.165,35,490,6641,232,40,47,2.5,131,32,4,2.9,8,NA,NA,NA,NA,1.741944388,2.828085764,0.614829939,-0.855595918,2.677410465,0.908411624,S,0,0.09371887,0.175478598,0.155285851,0.158304076,0.144617602,0.030792738,0.717850671,0.522361123,FALSE,0.508452284,11.93378149,23.15150185,5.803915713,1.02942157,0.142766723,0.02506018,1.011496795,4.023447,0.831508077,673.1666667,104.2714286,1477.5
391,,31,Sheep,PK,3,37,FALSE,2007,Sheep Experimental Station,North America,US,910,44.242989,-112.198391,-716,5.320833323,246,0.2689,978,1.8465,0,1,1,0,2008,2008,0,1,31.5,0,32.5,1,9,0,10,97,54,12,9.7,5.9,49.5,55.4,NA,0.71609006,1821,1304,2.989,0.228,32,461,8400,232,48,37,2.1,93,25,4.5,2.4,8,NA,NA,NA,NA,1.959450968,5.67114094,0.850978743,-15.3775612,-11.17946556,-12.18304135,S,0,0.102783096,0.066050494,0.06604151,0.066024645,0.106049276,0.004362668,0.114903227,0.059472759,FALSE,1.019623096,9.293257849,9.219053954,6.487193204,2.738383364,1.022480113,0.004359254,1.109770055,2.3191038,0.479039548,829.3333333,47.14285714,1304
395,,35,Sheep,NK,3,37,FALSE,2007,Sheep Experimental Station,North America,US,910,44.242989,-112.198391,-716,5.320833323,246,0.2689,978,1.8465,1,0,1,0,2008,2008,0,2,62.5,0,64.5,2,14,0,16,97,54,12,6.0625,80.9,131,211.9,NA,0.651830986,1775,1157,2.412,0.216,31,388,7243,272,42,34,2.2,119,32,4.5,2.2,7.9,NA,NA,NA,NA,1.835217935,3.720321932,0.661914953,-17.02650673,-17.46260492,-17.03318726,A,0.69,0.096049139,0.058711622,0.042160671,0.046692758,0.170324728,0.003447055,0.425422709,0.381460551,FALSE,0.753337376,6.653029552,7.89257025,4.090034305,1.27281698,0.335502822,0.002180214,1.029769102,1.870506967,0.386878818,648,111.6285714,1157
396,Removed point 5 because it was 45% higher than previous point.,36,Sheep,N,3,37,TRUE,2007,Sheep Experimental Station,North America,US,910,44.242989,-112.198391,-716,5.320833323,246,0.2689,978,1.8465,1,0,0,0,2008,2008,0,2,23.5,0,28,2,11,0,14,97,54,12,6.9286,19.6,68,87.6,NA,0.625139665,1790,1119,1.753,0.166,25,419,7221,324,46,37,1.9,125,31,5,2.9,8,NA,NA,NA,NA,2.430158566,9.445783133,0.920843416,-14.76551736,-13.82459882,-17.78722248,W,0.69,0.102221667,0.025190335,0.012314062,0.012371729,0.160278727,0.000634553,0.305359935,0.350711792,FALSE,0.830143335,7.254356433,8.013003034,4.665040839,1.61733193,0.482287137,0.00015306,1.095073729,4.654065,0.962797535,821.3333333,52.50714286,1119
402,,2,Spindle,NK,1,38,FALSE,2007,Spindletop,North America,US,271.3,38.135833,-84.500556,1,12.48333327,1152,1.0008,1139,13.8801,1,0,1,0,2008,2008,0,68,30,1,99,6,1,1,8,51,19,24,6.375,185,402,587,NA,0.042998596,1424,61.23,2.596,0.253,208,68,1953,213,31,27,1.3,103,206,1.6,0.6,6.2,NA,NA,NA,NA,1.518279028,4.034993825,0.730137875,-5.132211986,1.534454681,-4.148157217,S,0,0.11760399,0.103778852,0.103778852,0.08770694,0.428604427,0.01077005,0.428604495,0,TRUE,1.362262569,2.376673241,2.175930443,1.816033122,0.952296174,0.455558154,0.007692507,1.268017448,0.157381548,0.03251885,38.66785714,487.0428571,61.23
403,,3,Spindle,N,1,38,FALSE,2007,Spindletop,North America,US,271.3,38.135833,-84.500556,1,12.48333327,1152,1.0008,1139,13.8801,1,0,0,0,2008,2008,0,98,1,1,100,6,1,1,8,51,19,24,6.375,124,340,464,NA,0.066951557,1445,96.745,2.527,0.243,220,75,2245,212,35,30,1.4,97,213,1.8,0.7,6.4,NA,NA,NA,NA,1.202844025,2.610966057,0.578445703,-10.36246386,-6.162463862,-9.424843846,S,0,0.09809436,0.094503867,0.094503867,0.080402252,0.367133942,0.008930981,0.367133793,0,TRUE,1.324644897,2.838958364,2.612382699,2.152757403,1.108362571,0.519229904,0.006464522,1.058615032,0.014862318,0.003070916,114.0671429,498.2285714,96.745
405,,5,Spindle,NP,1,38,FALSE,2007,Spindletop,North America,US,271.3,38.135833,-84.500556,1,12.48333327,1152,1.0008,1139,13.8801,1,1,0,0,2008,2008,0,105,1,0,106,3,1,0,4,51,19,24,12.75,221,257.223,478.223,NA,0.041664345,1436,59.83,2.653,0.26,225,66,2225,244,31,44,1.6,120,217,1.8,0.6,6.5,NA,NA,NA,NA,0.819309113,1.928595949,0.591006597,-1.558557026,10.44144297,-1.000309896,S,0,0.10965493,0.12078319,0.12078319,0.100864498,0.427961981,0.014588579,0.427962189,0,TRUE,1.42126233,2.301260948,2.092595989,1.778159366,0.957760627,0.472413337,0.010173647,0.880914359,0.081311081,0.016814288,65.235,568.3714286,59.83
406,,6,Spindle,Control,1,38,FALSE,2007,Spindletop,North America,US,271.3,38.135833,-84.500556,1,12.48333327,1152,1.0008,1139,13.8801,0,0,0,0,2008,2008,0,95,3,0,98,3,2,0,5,51,19,24,10.2,271,647,918,NA,0.05320996,1486,79.07,2.992,0.281,240,80,2532,296,32,33,2,138,222,2,0.6,6.5,22,57.1,20.8,Silty Loam,1.210145496,3.118181818,0.751905673,-1.326515805,10.6734842,-4.921714781,W,0.11,0.088883595,0.124337827,0.124337827,0.061781403,0.443853362,0.015459895,0.443853362,0,TRUE,1.805751623,2.254791344,2.004849504,1.840592825,1.13099278,0.648453798,0.003816942,1.1827828,0.162711808,0.033623572,253.5614286,376.4,79.07
407,,7,Spindle,PK,1,38,FALSE,2007,Spindletop,North America,US,271.3,38.135833,-84.500556,1,12.48333327,1152,1.0008,1139,13.8801,0,1,1,0,2008,2008,0,105,1,1,107,5,1,1,7,51,19,24,7.2857,151,351,502,NA,0.045536936,1462,66.575,2.489,0.245,216,66,2006,209,32,26,1.6,113,205,2,0.6,6.2,NA,NA,NA,NA,0.990820524,2.284773498,0.509181025,0.72996852,12.72244967,-3.898007083,W,0,0.121488708,0.160784155,0.160633112,0.070215274,0.507296903,0.025851544,0.521319657,0.013292489,FALSE,3.189903329,1.701078459,1.523344272,1.516438697,1.151063791,0.84012613,0.004930185,1.310688868,0.679566472,0.140428973,41.36357143,568.4857143,66.575
408,,8,Spindle,K,1,38,FALSE,2007,Spindletop,North America,US,271.3,38.135833,-84.500556,1,12.48333327,1152,1.0008,1139,13.8801,0,0,1,0,2008,2008,0,96,1,3,100,4,1,1,6,51,19,24,8.5,350,634,984,NA,0.071131542,1414,100.58,2.631,0.255,232,79,2443,262,35,29,1.8,108,214,2.2,0.7,6.3,NA,NA,NA,NA,1.141569984,2.606882169,0.637122339,1.479391234,13.47939123,-14.16621997,W,0,0.104839732,0.176574106,0.176574106,0.019453738,0.580017334,0.031178415,0.58001737,0,TRUE,3.69729328,1.569620084,1.416451995,1.421487048,1.120592479,0.85400431,0.000378448,1.13061801,0.123294874,0.02547317,44.44642857,476.9571429,100.58
409,,9,Spindle,NPK,1,38,FALSE,2007,Spindletop,North America,US,271.3,38.135833,-84.500556,1,12.48333327,1152,1.0008,1139,13.8801,1,1,1,0,2008,2008,0,71,25,1,97,4,1,1,6,51,19,24,8.5,109,341,450,NA,0.056296421,1481,83.375,2.606,0.254,222,66,2120,235,36,26,1.5,94,197,2.1,0.6,6.3,NA,NA,NA,NA,1.425798852,3.798546629,0.795753491,-6.421230636,-1.421230636,-23.99918924,W,0,0.087572847,0.110356297,0.110356297,0.019863509,0.703326121,0.012178512,0.703326117,0,TRUE,2.673239504,1.495452467,1.32943563,1.303853885,0.938347742,0.644433256,0.000394559,0.944124431,0.002754824,0.000570011,39.69071429,629.6714286,83.375
410,,10,Spindle,P,1,38,FALSE,2007,Spindletop,North America,US,271.3,38.135833,-84.500556,1,12.48333327,1152,1.0008,1139,13.8801,0,1,0,0,2008,2008,0,80,16,1,97,5,2,1,8,51,19,24,6.375,232,596,828,NA,0.06246594,1468,91.7,2.744,0.264,250,81,2150,247,35,29,1.8,122,230,2,0.6,6.3,NA,NA,NA,NA,1.176002025,2.316917016,0.56553743,-6.757250529,-2.557250529,-7.330774958,W,0,0.085319784,0.122260742,0.122260742,0.093374523,0.441682363,0.014947689,0.441682444,0,TRUE,1.641333631,2.373662525,2.123459003,1.898629348,1.111106867,0.602524991,0.008718802,0.921030741,0.229301099,0.047374442,155.3485714,424.9428571,91.7
411,,11,Spindle,Control,2,39,FALSE,2007,Spindletop,North America,US,271.3,38.135833,-84.500556,1,12.48333327,1152,1.0008,1139,13.8801,0,0,0,0,2008,2008,0,82,15,2,99,5,1,1,7,51,19,24,7.2857,166,399,565,NA,0.042324798,1484,62.81,2.524,0.243,227,69,2260,191,32,29,1.5,106,221,2,0.7,6.2,32,49.1,18.8,Loam,1.514445506,4.116337673,0.778271035,0.816058911,12.81605891,1.743386019,S,0.82,0.105721254,0.162523744,0.162523744,0.142129697,0.343418419,0.026413967,0.343417194,0,TRUE,1.510469814,2.745757867,2.476660439,2.154177187,1.203477009,0.618914081,0.020200851,1.105225224,0.4180024,0.086369449,238.0328571,356.6857143,62.81
412,,12,Spindle,NP,2,39,FALSE,2007,Spindletop,North America,US,271.3,38.135833,-84.500556,1,12.48333327,1152,1.0008,1139,13.8801,1,1,0,0,2008,2008,0,101,2,1,104,5,1,1,7,51,19,24,7.2857,298,702,1000,NA,0.08304231,1489,123.65,2.453,0.241,233,71,2128,234,31,26,1.4,112,232,1.9,0.5,6.2,NA,NA,NA,NA,1.250032097,2.571564432,0.642389423,-1.555332981,10.44466702,-3.792456633,W,0,0.103327328,0.120831876,0.120831876,0.071147819,0.415331617,0.014600342,0.415331633,0,TRUE,1.742060309,2.322634873,2.069131398,1.881956211,1.136001921,0.63821331,0.005062012,1.113862454,0.116416544,0.024054486,136.8564286,620.8285714,123.65
413,,13,Spindle,N,2,39,FALSE,2007,Spindletop,North America,US,271.3,38.135833,-84.500556,1,12.48333327,1152,1.0008,1139,13.8801,1,0,0,0,2008,2008,0,102,2,1,105,4,1,1,6,51,19,24,8.5,82,367,449,NA,0.068850575,1479,101.83,2.68,0.259,225,71,2548,245,32,27,1.5,115,219,1.9,0.7,6.4,NA,NA,NA,NA,1.24039627,3.013118338,0.69227834,-6.815629422,-2.615629422,-4.784896929,S,0,0.098116674,0.121751986,0.121751986,0.111996427,0.407399153,0.014823546,0.407399141,0,TRUE,1.343041385,2.510365375,2.304115355,1.910816425,0.992784378,0.469941409,0.0125432,1.058538152,0.010094604,0.002085374,83.23214286,568.2285714,101.83
414,,14,Spindle,PK,2,39,FALSE,2007,Spindletop,North America,US,271.3,38.135833,-84.500556,1,12.48333327,1152,1.0008,1139,13.8801,0,1,1,0,2008,2008,0,104,1,0,105,5,1,0,6,51,19,24,8.5,207,489,696,NA,0.058707753,1509,88.59,2.712,0.262,231,81,2570,234,35,31,1.6,127,214,2,0.6,6.4,NA,NA,NA,NA,1.241380934,3.053170867,0.692827891,-0.570666209,6.096000458,-5.868344667,W,0,0.115119432,0.163762432,0.163762432,0.073846032,0.659366738,0.026818134,0.659366715,0,TRUE,3.946754059,1.43375939,1.29857532,1.30660941,1.045633559,0.810680014,0.005453236,1.242346259,0.04000268,0.008272139,80.07928571,465.8,88.59
415,,15,Spindle,K,2,39,FALSE,2007,Spindletop,North America,US,271.3,38.135833,-84.500556,1,12.48333327,1152,1.0008,1139,13.8801,0,0,1,0,2008,2008,0,100,1,0,101,3,1,0,4,51,19,24,12.75,170,368,538,NA,0.062392739,1515,94.525,2.573,0.25,201,80,2890,257,35,45,2.2,129,220,2.2,0.7,6.5,NA,NA,NA,NA,1.084972581,2.719541456,0.782642281,-4.73375503,0.26624497,-23.90465745,W,0,0.0894078,0.127019061,0.127019061,0.020020604,0.695151853,0.016133842,0.695151718,0,TRUE,3.065601478,1.482505438,1.325131401,1.315447497,0.987400878,0.711530576,0.000400825,0.964292578,0.00192262,0.000397697,71.18428571,538.1714286,94.525
416,,16,Spindle,NK,2,39,FALSE,2007,Spindletop,North America,US,271.3,38.135833,-84.500556,1,12.48333327,1152,1.0008,1139,13.8801,1,0,1,0,2008,2008,0,91,3,5,99,6,1,1,8,51,19,24,6.375,203,576,779,NA,0.057271532,1521,87.11,2.706,0.27,221,77,2553,242,30,29,1.8,125,216,2,0.7,6.5,NA,NA,NA,NA,1.572164132,3.583546618,0.756051132,-5.45887713,-0.45887713,-7.287127774,W,0,0.11295507,0.119570998,0.119570998,0.079962366,0.513703903,0.014297223,0.513702549,0,TRUE,2.613318813,1.818652381,1.615593964,1.58066826,1.129015414,0.768727326,0.00639398,1.217892348,0.182515788,0.037746146,61.11585714,570.6857143,87.11
419,,19,Spindle,P,2,39,FALSE,2007,Spindletop,North America,US,271.3,38.135833,-84.500556,1,12.48333327,1152,1.0008,1139,13.8801,0,1,0,0,2008,2008,0,96,5,3,104,6,1,1,8,51,19,24,6.375,110,364,474,NA,0.057825521,1536,88.82,2.64,0.254,242,85,2872,258,34,28,1.8,137,238,2.1,0.7,6.4,NA,NA,NA,NA,1.514569727,3.350681537,0.728354078,-4.440145833,2.226520834,-3.496153581,S,0.54,0.081168611,0.111215396,0.111215396,0.093616007,0.383877994,0.012368864,0.38387799,0,TRUE,1.43438862,2.630991655,2.389213644,2.037741866,1.103810454,0.547984755,0.008763957,0.865229867,0.825786395,0.170815311,170.3264286,392.2285714,88.82
